notes_ponderes,Prix_Nuit,Classe,Ville,type_logements,type_propriete,nb_salle_de_bain,nb_lits,nb_chambres,nb_voyageurs,Arrivee,Depart,Fumeur,Wifi,Eau_chaude,four,refregerateur,fer_a_repasser,table_a_manger,chauffage,plaques_de_cuisson,congelateur,Parking_gratuit,Television,baignoire,Animaux_accepter
0.12152380952380952,96.0,Aucune,Argenteuil,Logement entier ,appartement,1.0,5.0,2.0,6.0,A partir de 15:00,avant 12:00,non_renseigne,oui,oui,oui,oui,oui,oui,oui,oui,oui,non_renseigne,oui,oui,non_renseigne
0.015464285714285715,89.0,Aucune,Saint-Denis,Logement entier ,appartement,1.0,3.0,2.0,6.0,A partir de 15:00,avant 12:00,non_renseigne,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,non_renseigne
0.7928571428571429,75.0,Aucune,Aubervilliers,Logement entier ,appartement,1.0,2.0,1.0,4.0,A partir de 14:00,avant 10:00,non_renseigne,oui,oui,oui,oui,non_renseigne,oui,oui,oui,oui,oui,oui,non_renseigne,oui
0.15899999999999995,31.0,Superhôte,Créteil,Chambre privée,appartement,1.0,1.0,1.0,1.0,entre 13:00 et 22:00,avant 10:00,non_renseigne,oui,oui,oui,oui,oui,non_renseigne,oui,non_renseigne,non_renseigne,oui,non,non_renseigne,non_renseigne
0.3956190476190476,176.0,Superhôte,Aubervilliers,Logement entier ,appartement,1.0,3.0,2.0,6.0,A partir de 15:00,avant 11:00,non_renseigne,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,non_renseigne,oui,oui
0.26833333333333337,107.0,Superhôte,Paris,Logement entier ,appartement,1.0,1.0,1.0,4.0,entre 14:00 et 22:00,avant 12:00,non_renseigne,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,non_renseigne,oui,non_renseigne
0.4857142857142858,30.0,Aucune,Saint Denis,Chambre privée,appartement,1.0,2.0,1.0,4.0,non_renseigne,non_renseigne,non fumeur,oui,oui,oui,oui,non_renseigne,non_renseigne,oui,non_renseigne,non_renseigne,non_renseigne,oui,non_renseigne,oui
0.8751547619047619,75.0,Aucune,Aubervilliers,Logement entier ,appartement,1.0,2.0,1.0,4.0,A partir de 14:00,avant 11:00,non_renseigne,oui,oui,oui,oui,non_renseigne,oui,oui,non_renseigne,oui,oui,oui,non_renseigne,oui
0.20207142857142854,60.0,Aucune,Bagnolet,Logement entier ,appartement,1.0,1.0,-1.0,3.0,A partir de 15:00,avant 11:00,non_renseigne,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,non_renseigne,non_renseigne,non_renseigne
0.28645238095238096,76.0,Aucune,Bagnolet,Logement entier ,appartement,1.0,1.0,1.0,3.0,A partir de 15:00,avant 11:00,non_renseigne,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,non_renseigne,non_renseigne
0.2425952380952381,82.0,Aucune,Bagnolet,Logement entier ,appartement,1.0,3.0,1.0,4.0,A partir de 15:00,avant 11:00,non_renseigne,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,non_renseigne,non_renseigne
0.2425952380952381,82.0,Aucune,Bagnolet,Logement entier ,appartement,1.0,3.0,1.0,4.0,A partir de 15:00,avant 11:00,non_renseigne,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,non_renseigne,non_renseigne
0.3498571428571429,80.0,Aucune,Rueil-Malmaison,Logement entier ,appartement,1.0,1.0,1.0,2.0,entre 17:00 et 20:00,avant 11:00,non_renseigne,oui,oui,oui,oui,oui,non_renseigne,oui,non_renseigne,non_renseigne,oui,oui,non_renseigne,non_renseigne
0.005357142857142856,32.0,Aucune,Le Blanc-Mesnil,Chambre privée,maison de ville ,1.0,2.0,2.0,1.0,entre 16:00 et 20:00,avant 12:00,non_renseigne,oui,oui,oui,oui,oui,oui,oui,non_renseigne,oui,oui,oui,non_renseigne,non_renseigne
